MPRN,Export Volume (kWh),Export Type
9999999999,0.0,Metered
9999999999,0.0,Metered
9999999999,0.0,Metered
9999999999,0.0,Metered
9999999999,0.0,Metered
9999999999,0.0,Metered
9999999999,9.605,Metered
9999999999,23.7725,Metered
9999999999,12.158999999999995,Metered
9999999999,7.930999999999999,Metered
9999999999,12.5665,Metered
9999999999,23.96850000000001,Metered
9999999999,22.883499999999994,Metered
9999999999,20.5755,Metered
9999999999,18.665,Metered
9999999999,4.009,Metered
9999999999,2.0815,Metered
9999999999,0.6599999999999997,Metered
9999999999,0.15,Metered
9999999999,13.9155,Metered
9999999999,2.9035,Metered
9999999999,0.3025,Metered
9999999999,14.4685,Metered
9999999999,7.482499999999998,Metered
9999999999,0.1675,Metered
9999999999,0.6214999999999997,Metered
9999999999,15.353500000000004,Metered
9999999999,17.715,Metered
9999999999,15.622000000000002,Metered
9999999999,0.2355,Metered
9999999999,0.2235,Metered
9999999999,0.4505,Metered
9999999999,12.017000000000005,Metered
9999999999,12.317000000000002,Metered
9999999999,2.2035,Metered
9999999999,14.887,Metered
9999999999,13.643500000000005,Metered
9999999999,11.797,Metered
9999999999,0.2455000000000001,Metered
9999999999,9.451499999999998,Metered
9999999999,0.9724999999999996,Metered
9999999999,2.7475,Metered
9999999999,8.374000000000002,Metered
9999999999,0.2445,Metered
9999999999,9.698000000000004,Metered
9999999999,5.8625,Metered
9999999999,11.0825,Metered
9999999999,4.415000000000003,Metered
9999999999,4.415499999999999,Metered
9999999999,0.6234999999999999,Metered
9999999999,0.1725,Metered
9999999999,2.5200000000000005,Metered
9999999999,0.172,Metered
9999999999,2.6220000000000003,Metered
9999999999,1.9875,Metered
9999999999,3.1049999999999995,Metered
9999999999,0.143,Metered
9999999999,0.0945,Metered
9999999999,0.114,Metered
9999999999,0.0625,Metered
9999999999,0.134,Metered
9999999999,0.152,Metered
9999999999,0.171,Metered
9999999999,0.6144999999999995,Metered
9999999999,0.0935,Metered
9999999999,0.1575,Metered
9999999999,1.618499999999999,Metered
9999999999,6.089499999999999,Metered
9999999999,6.4,Metered
9999999999,2.7835,Metered
9999999999,0.112,Metered
9999999999,1.9305,Metered
9999999999,0.1665000000000001,Metered
9999999999,0.2265,Metered
9999999999,0.137,Metered
9999999999,0.5529999999999998,Metered
9999999999,3.702500000000001,Metered
9999999999,4.2265,Metered
9999999999,3.581,Metered
9999999999,0.251,Metered
9999999999,0.201,Metered
9999999999,3.2935000000000008,Metered
9999999999,3.794,Metered
9999999999,5.737,Metered
9999999999,0.035,Metered
9999999999,0.027,Metered
9999999999,0.1235,Metered
9999999999,0.2175,Metered
9999999999,3.2685,Metered
9999999999,2.643,Metered
9999999999,0.017,Metered
9999999999,0.086,Metered
9999999999,0.043,Metered
9999999999,2.2355000000000005,Metered
9999999999,2.6325000000000003,Metered
9999999999,0.1575,Metered
9999999999,0.14,Metered
9999999999,0.061,Metered
9999999999,0.071,Metered
9999999999,0.095,Metered
9999999999,0.07,Metered
9999999999,0.0765,Metered
9999999999,0.3695,Metered
9999999999,0.0665,Metered
9999999999,0.0835,Metered
9999999999,3.039,Metered
9999999999,0.2065,Metered
9999999999,0.147,Metered
9999999999,1.07,Metered
9999999999,0.059,Metered
9999999999,0.1205,Metered
9999999999,0.0575,Metered
9999999999,0.0705,Metered
9999999999,0.1065,Metered
9999999999,0.6519999999999996,Metered
9999999999,0.1345,Metered
9999999999,0.181,Metered
9999999999,0.0765,Metered
9999999999,5.189999999999999,Metered
9999999999,5.940499999999999,Metered
9999999999,5.158999999999999,Metered
9999999999,0.0835,Metered
9999999999,0.04,Metered
9999999999,1.7785,Metered
9999999999,4.4735,Metered
9999999999,0.249,Metered
9999999999,4.9445,Metered
9999999999,2.99,Metered
9999999999,0.06,Metered
9999999999,0.201,Metered
9999999999,0.059,Metered
9999999999,0.11,Metered
9999999999,8.0475,Metered
9999999999,1.2579999999999991,Metered
9999999999,1.550499999999999,Metered
9999999999,2.796500000000001,Metered
9999999999,0.1545,Metered
9999999999,0.144,Metered
9999999999,0.5539999999999995,Metered
9999999999,0.117,Metered
9999999999,0.7004999999999996,Metered
9999999999,0.266,Metered
9999999999,2.6325000000000003,Metered
9999999999,0.0835,Metered
9999999999,0.4884999999999999,Metered
9999999999,0.3695,Metered
9999999999,6.125,Metered
9999999999,2.9414999999999987,Metered
9999999999,6.6595,Metered
9999999999,0.1735,Metered
9999999999,1.367,Metered
9999999999,0.182,Metered
9999999999,2.4635,Metered
9999999999,8.2095,Metered
9999999999,8.807500000000003,Metered
9999999999,0.3185,Metered
9999999999,0.448,Metered
9999999999,0.0415,Metered
9999999999,0.078,Metered
9999999999,0.0235,Metered
9999999999,0.2775000000000001,Metered
9999999999,0.0545,Metered
9999999999,0.065,Metered
9999999999,0.2725,Metered
9999999999,0.1755,Metered
9999999999,0.1735,Metered
9999999999,0.1425,Metered
9999999999,4.254500000000002,Metered
9999999999,5.419000000000002,Metered
9999999999,3.0855,Metered
9999999999,13.865999999999996,Metered
9999999999,2.1835,Metered
9999999999,8.703500000000004,Metered
9999999999,13.5535,Metered
9999999999,8.052000000000003,Metered
9999999999,9.393999999999998,Metered
9999999999,6.319,Metered
9999999999,4.351500000000002,Metered
9999999999,3.265999999999999,Metered
9999999999,8.425999999999997,Metered
9999999999,15.8325,Metered
9999999999,15.617000000000004,Metered
9999999999,3.5635,Metered
9999999999,2.514,Metered
9999999999,5.436499999999999,Metered
9999999999,17.851000000000006,Metered
9999999999,13.756000000000004,Metered
9999999999,20.1265,Metered
9999999999,22.384000000000004,Metered
9999999999,7.6045,Metered
9999999999,18.337000000000007,Metered
9999999999,16.489500000000007,Metered
9999999999,14.892,Metered
9999999999,0.3185,Metered
9999999999,23.825500000000005,Metered
9999999999,24.849000000000004,Metered
9999999999,17.826500000000003,Metered
9999999999,4.399,Metered
9999999999,5.7665,Metered
9999999999,6.593,Metered
9999999999,25.383,Metered
9999999999,17.37600000000001,Metered
9999999999,11.018999999999998,Metered
9999999999,13.5935,Metered
9999999999,22.472,Metered
9999999999,4.281000000000001,Metered
9999999999,27.423500000000008,Metered
9999999999,15.491500000000004,Metered
9999999999,28.761000000000003,Metered
9999999999,30.175,Metered
9999999999,28.1565,Metered
9999999999,13.136,Metered
9999999999,33.890499999999975,Metered
9999999999,34.88600000000001,Metered
9999999999,32.786500000000004,Metered
9999999999,30.3835,Metered
9999999999,32.472,Metered
9999999999,34.50950000000001,Metered
9999999999,32.721,Metered
9999999999,13.722500000000004,Metered
9999999999,19.151000000000007,Metered
9999999999,18.948,Metered
9999999999,14.062,Metered
9999999999,5.7490000000000006,Metered
9999999999,30.594500000000004,Metered
9999999999,0.147,Metered
9999999999,2.677,Metered
9999999999,3.121000000000001,Metered
9999999999,21.7965,Metered
9999999999,12.972500000000004,Metered
9999999999,35.5085,Metered
9999999999,32.16999999999999,Metered
9999999999,6.625000000000001,Metered
9999999999,21.8685,Metered
9999999999,22.823,Metered
9999999999,26.594,Metered
9999999999,35.876,Metered
9999999999,40.52200000000001,Metered
9999999999,21.75849999999999,Metered
9999999999,36.06999999999999,Metered
9999999999,35.17250000000001,Metered
9999999999,34.317,Metered
9999999999,42.026,Metered
9999999999,38.93500000000002,Metered
9999999999,41.003,Metered
9999999999,41.7715,Metered
9999999999,44.24050000000002,Metered
9999999999,43.98550000000001,Metered
9999999999,32.8865,Metered
9999999999,33.85449999999999,Metered
9999999999,45.612000000000016,Metered
9999999999,43.94199999999999,Metered
9999999999,42.33150000000001,Metered
9999999999,44.553,Metered
9999999999,44.966,Metered
9999999999,46.385000000000005,Metered
9999999999,40.3,Metered
9999999999,21.111500000000003,Metered
9999999999,45.86999999999999,Metered
9999999999,37.448,Metered
9999999999,21.4385,Metered
9999999999,12.293500000000002,Metered
9999999999,34.85150000000001,Metered
9999999999,18.4165,Metered
9999999999,12.0935,Metered
9999999999,28.827,Metered
9999999999,15.368500000000004,Metered
9999999999,32.227,Metered
9999999999,31.253500000000003,Metered
9999999999,34.895500000000006,Metered
9999999999,26.435,Metered
9999999999,32.8445,Metered
9999999999,33.657,Metered
9999999999,20.93200000000001,Metered
9999999999,24.846000000000004,Metered
9999999999,22.66100000000001,Metered
9999999999,13.691000000000004,Metered
9999999999,9.288500000000004,Metered
9999999999,34.1325,Metered
9999999999,43.0005,Metered
9999999999,0.2445,Metered
9999999999,33.64450000000001,Metered
9999999999,6.288500000000002,Metered
9999999999,21.0165,Metered
9999999999,36.934000000000005,Metered
9999999999,28.724,Metered
9999999999,35.362,Metered
9999999999,38.8985,Metered
9999999999,31.787499999999994,Metered
9999999999,36.03999999999999,Metered
9999999999,23.800999999999995,Metered
9999999999,23.467500000000005,Metered
9999999999,28.71550000000001,Metered
9999999999,13.6995,Metered
9999999999,24.643500000000003,Metered
9999999999,10.3375,Metered
9999999999,21.415000000000003,Metered
9999999999,34.17899999999999,Metered
9999999999,21.195000000000004,Metered
9999999999,23.175,Metered
9999999999,43.5845,Metered
9999999999,35.34749999999999,Metered
9999999999,16.818500000000004,Metered
9999999999,31.8175,Metered
9999999999,20.0245,Metered
9999999999,33.325499999999984,Metered
9999999999,11.5385,Metered
9999999999,38.5855,Metered
9999999999,39.3285,Metered
9999999999,44.0415,Metered
9999999999,44.57150000000001,Metered
9999999999,41.977,Metered
9999999999,33.8035,Metered
9999999999,26.136000000000006,Metered
9999999999,27.438,Metered
9999999999,13.7805,Metered
9999999999,16.157,Metered
9999999999,29.668500000000005,Metered
9999999999,11.457,Metered
9999999999,3.042,Metered
9999999999,13.662499999999998,Metered
9999999999,11.803499999999996,Metered
9999999999,19.4335,Metered
9999999999,17.200000000000003,Metered
9999999999,20.70900000000001,Metered
9999999999,11.279500000000002,Metered
9999999999,29.4135,Metered
9999999999,17.577500000000004,Metered
9999999999,16.711500000000004,Metered
9999999999,21.601000000000003,Metered
9999999999,10.998499999999996,Metered
9999999999,20.884500000000003,Metered
9999999999,25.0275,Metered
9999999999,34.59499999999999,Metered
9999999999,27.583,Metered
9999999999,15.73,Metered
9999999999,24.1955,Metered
9999999999,26.8975,Metered
9999999999,24.375499999999995,Metered
9999999999,19.918,Metered
9999999999,21.10599999999999,Metered
9999999999,30.641,Metered
9999999999,25.768000000000004,Metered
9999999999,19.779,Metered
9999999999,31.608000000000004,Metered
9999999999,22.908000000000005,Metered
9999999999,27.1165,Metered
9999999999,21.64100000000001,Metered
9999999999,5.186500000000001,Metered
9999999999,15.085499999999998,Metered
9999999999,18.881000000000004,Metered
9999999999,12.860500000000004,Metered
9999999999,4.650999999999998,Metered
9999999999,21.797,Metered
9999999999,22.488500000000005,Metered
9999999999,21.81900000000001,Metered
9999999999,21.851000000000003,Metered
9999999999,9.3625,Metered
9999999999,19.1005,Metered
9999999999,9.6035,Metered
9999999999,22.231,Metered
9999999999,16.208500000000004,Metered
9999999999,13.460500000000003,Metered
9999999999,13.501500000000004,Metered
9999999999,19.673,Metered
9999999999,13.746999999999998,Metered
9999999999,3.194500000000001,Metered
9999999999,7.591500000000003,Metered
9999999999,19.3115,Metered
9999999999,9.967,Metered
9999999999,10.6245,Metered
9999999999,17.304500000000004,Metered
9999999999,21.240000000000013,Metered
9999999999,15.945999999999996,Metered
9999999999,4.124499999999999,Metered
9999999999,8.237500000000004,Metered
9999999999,13.7615,Metered
9999999999,19.084000000000007,Metered
9999999999,5.3305,Metered
9999999999,3.338,Metered
9999999999,3.822000000000001,Metered
9999999999,16.5725,Metered
9999999999,18.579500000000007,Metered
9999999999,21.079000000000004,Metered
9999999999,13.0425,Metered
9999999999,18.202500000000008,Metered
9999999999,16.253999999999998,Metered
9999999999,3.8825,Metered
9999999999,8.412500000000001,Metered
9999999999,9.206,Metered
9999999999,0.5929999999999997,Metered
9999999999,6.156,Metered
9999999999,0.258,Metered
9999999999,0.3525,Metered
9999999999,7.288000000000001,Metered
9999999999,3.265999999999999,Metered
9999999999,10.387,Metered
9999999999,5.0905,Metered
9999999999,12.530000000000005,Metered
9999999999,2.6015000000000006,Metered
9999999999,0.224,Metered
9999999999,0.705,Metered
9999999999,0.4115,Metered
9999999999,0.5119999999999998,Metered
9999999999,0.2179999999999999,Metered
9999999999,0.1895,Metered
9999999999,0.241,Metered
9999999999,6.395499999999999,Metered
9999999999,0.1745,Metered
9999999999,0.323,Metered
9999999999,3.802,Metered
9999999999,6.340500000000001,Metered
9999999999,9.2115,Metered
9999999999,5.133000000000001,Metered
9999999999,7.700000000000002,Metered
9999999999,5.981000000000002,Metered
9999999999,0.174,Metered
9999999999,1.2555,Metered
9999999999,6.905500000000001,Metered
9999999999,10.7875,Metered
9999999999,0.075,Metered
9999999999,3.3349999999999995,Metered
9999999999,7.584,Metered
9999999999,7.0200000000000005,Metered
9999999999,0.225,Metered
9999999999,0.115,Metered
9999999999,2.244000000000001,Metered
9999999999,5.6575,Metered
9999999999,0.2125,Metered
9999999999,6.3865,Metered
9999999999,4.407000000000001,Metered
9999999999,1.8644999999999992,Metered
9999999999,0.1205,Metered
9999999999,0.177,Metered
9999999999,0.167,Metered
